[2026-04-08 23:14:10] [KAMERA] [HASARLI] Confidence: %41.11
[2026-04-08 23:14:10] [KAMERA] [NORMAL] Confidence: %42.30
[2026-04-08 23:14:13] [KAMERA] [HASARLI] Confidence: %39.01
[2026-04-08 23:14:14] [KAMERA] [NORMAL] Confidence: %38.68
[2026-04-08 23:14:14] [KAMERA] [HASARLI] Confidence: %38.66
[2026-04-08 23:14:15] [KAMERA] [NORMAL] Confidence: %37.16
[2026-04-08 23:14:15] [KAMERA] [HASARLI] Confidence: %37.58
[2026-04-08 23:14:16] [KAMERA] [NORMAL] Confidence: %46.01
[2026-04-08 23:14:17] [KAMERA] [HASARLI] Confidence: %37.18
[2026-04-08 23:14:18] [KAMERA] [NORMAL] Confidence: %44.67
[2026-04-08 23:14:18] [KAMERA] [HASARLI] Confidence: %42.28
[2026-04-08 23:14:18] [KAMERA] [NORMAL] Confidence: %42.10
[2026-04-08 23:14:19] [KAMERA] [HASARLI] Confidence: %39.79
[2026-04-08 23:14:21] [KAMERA] [NORMAL] Confidence: %38.99
[2026-04-08 23:14:26] [KAMERA] [HASARLI] Confidence: %39.08
[2026-04-08 23:14:27] [KAMERA] [NORMAL] Confidence: %37.63
[2026-04-08 23:14:28] [KAMERA] [HASARLI] Confidence: %35.54
[2026-04-08 23:14:29] [KAMERA] [CIZIK] Confidence: %37.58
[2026-04-08 23:14:33] [KAMERA] [HASARLI] Confidence: %35.17
[2026-04-08 23:14:34] [KAMERA] [NORMAL] Confidence: %37.08
[2026-04-08 23:14:34] [KAMERA] [HASARLI] Confidence: %35.23
[2026-04-08 23:14:35] [KAMERA] [NORMAL] Confidence: %40.68
[2026-04-08 23:14:36] [KAMERA] [CIZIK] Confidence: %36.05
[2026-04-08 23:14:36] [KAMERA] [NORMAL] Confidence: %39.05
[2026-04-08 23:14:37] [KAMERA] [HASARLI] Confidence: %39.59
[2026-04-08 23:14:37] [KAMERA] [NORMAL] Confidence: %37.23
[2026-04-08 23:14:40] [KAMERA] [HASARLI] Confidence: %35.91
[2026-04-08 23:14:40] [KAMERA] [NORMAL] Confidence: %35.70
[2026-04-08 23:14:41] [KAMERA] [HASARLI] Confidence: %39.85
[2026-04-08 23:14:42] [KAMERA] [NORMAL] Confidence: %40.22
[2026-04-08 23:14:44] [KAMERA] [HASARLI] Confidence: %37.52
[2026-04-08 23:14:45] [KAMERA] [CIZIK] Confidence: %39.32
[2026-04-08 23:14:54] [KAMERA] [NORMAL] Confidence: %35.76
[2026-04-08 23:14:54] [KAMERA] [HASARLI] Confidence: %46.58
[2026-04-08 23:14:54] [KAMERA] [CIZIK] Confidence: %46.14
[2026-04-08 23:15:00] [KAMERA] [HASARLI] Confidence: %35.52
[2026-04-08 23:15:00] [KAMERA] [CIZIK] Confidence: %38.09
[2026-04-08 23:15:01] [KAMERA] [HASARLI] Confidence: %36.21
[2026-04-08 23:15:01] [KAMERA] [CIZIK] Confidence: %43.53
[2026-04-08 23:15:05] [KAMERA] [HASARLI] Confidence: %37.44
[2026-04-08 23:15:07] [KAMERA] [CIZIK] Confidence: %35.78
[2026-04-08 23:15:07] [KAMERA] [HASARLI] Confidence: %37.64
[2026-04-08 23:15:11] [KAMERA] [CIZIK] Confidence: %36.16
[2026-04-08 23:15:12] [KAMERA] [NORMAL] Confidence: %37.35
[2026-04-08 23:15:14] [KAMERA] [CIZIK] Confidence: %39.74
[2026-04-08 23:15:19] [KAMERA] [NORMAL] Confidence: %35.65
[2026-04-08 23:15:21] [KAMERA] [HASARLI] Confidence: %35.06
[2026-04-08 23:15:21] [KAMERA] [CIZIK] Confidence: %36.54
[2026-04-08 23:15:26] [KAMERA] [HASARLI] Confidence: %36.93
[2026-04-08 23:15:26] [KAMERA] [CIZIK] Confidence: %41.63
[2026-04-08 23:15:26] [KAMERA] [HASARLI] Confidence: %43.24
[2026-04-08 23:15:28] [KAMERA] [CIZIK] Confidence: %43.77
[2026-04-08 23:15:29] [KAMERA] [HASARLI] Confidence: %39.76
[2026-04-08 23:15:29] [KAMERA] [CIZIK] Confidence: %39.79
[2026-04-08 23:15:35] [KAMERA] [HASARLI] Confidence: %39.55
[2026-04-08 23:15:36] [KAMERA] [NORMAL] Confidence: %40.27
[2026-04-08 23:15:37] [KAMERA] [HASARLI] Confidence: %35.12
[2026-04-08 23:15:37] [KAMERA] [NORMAL] Confidence: %39.72
[2026-04-08 23:15:38] [KAMERA] [CIZIK] Confidence: %43.89
[2026-04-08 23:15:56] [KAMERA] [HASARLI] Confidence: %35.94
[2026-04-08 23:15:59] [KAMERA] [CIZIK] Confidence: %40.12
[2026-04-08 23:16:00] [KAMERA] [HASARLI] Confidence: %35.91
[2026-04-08 23:16:01] [KAMERA] [NORMAL] Confidence: %39.17
[2026-04-08 23:16:04] [KAMERA] [CIZIK] Confidence: %44.07
[2026-04-08 23:16:04] [KAMERA] [HASARLI] Confidence: %37.89
[2026-04-08 23:16:05] [KAMERA] [CIZIK] Confidence: %39.43
[2026-04-08 23:16:08] [KAMERA] [NORMAL] Confidence: %39.54
[2026-04-08 23:16:11] [KAMERA] [CIZIK] Confidence: %36.53
[2026-04-08 23:16:12] [KAMERA] [HASARLI] Confidence: %36.73
[2026-04-08 23:16:13] [KAMERA] [KIRLI] Confidence: %39.17
[2026-04-08 23:16:13] [KAMERA] [HASARLI] Confidence: %35.09
[2026-04-08 23:16:14] [KAMERA] [CIZIK] Confidence: %36.47
[2026-04-08 23:16:14] [KAMERA] [HASARLI] Confidence: %37.96
[2026-04-08 23:16:14] [KAMERA] [CIZIK] Confidence: %36.23
[2026-04-08 23:16:14] [KAMERA] [HASARLI] Confidence: %38.03
[2026-04-08 23:16:15] [KAMERA] [CIZIK] Confidence: %36.76
[2026-04-08 23:16:16] [KAMERA] [HASARLI] Confidence: %35.65
[2026-04-08 23:16:16] [KAMERA] [NORMAL] Confidence: %35.66
[2026-04-08 23:16:17] [KAMERA] [CIZIK] Confidence: %39.65
[2026-04-08 23:16:17] [KAMERA] [HASARLI] Confidence: %37.10
[2026-04-08 23:16:17] [KAMERA] [CIZIK] Confidence: %38.50
[2026-04-08 23:16:29] [KAMERA] [NORMAL] Confidence: %35.65
[2026-04-08 23:16:30] [KAMERA] [CIZIK] Confidence: %38.21
[2026-04-08 23:16:30] [KAMERA] [HASARLI] Confidence: %35.37
[2026-04-08 23:16:31] [KAMERA] [NORMAL] Confidence: %37.86
[2026-04-08 23:16:33] [KAMERA] [HASARLI] Confidence: %36.87
[2026-04-08 23:16:34] [KAMERA] [NORMAL] Confidence: %35.83
[2026-04-08 23:16:34] [KAMERA] [CIZIK] Confidence: %38.88
[2026-04-08 23:16:38] [KAMERA] [HASARLI] Confidence: %38.10
[2026-04-08 23:16:38] [KAMERA] [CIZIK] Confidence: %39.36
[2026-04-08 23:16:46] [KAMERA] [HASARLI] Confidence: %42.95
[2026-04-08 23:16:47] [KAMERA] [NORMAL] Confidence: %45.06
[2026-04-08 23:16:48] [KAMERA] [HASARLI] Confidence: %35.74
[2026-04-08 23:16:49] [KAMERA] [NORMAL] Confidence: %35.30
